Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Total y Rango etario;Nº Mujeres;% Mujeres;Nº Hombres;% Hombres;Total
PP027;Partido Poder Ciudadano;2017;Oct - Dic;40 a 44;388;45,221;470;54,779;858
PP027;Partido Poder Ciudadano;2017;Oct - Dic;45 a 49;383;51,548;360;48,452;743
PP027;Partido Poder Ciudadano;2017;Oct - Dic;50 a 54;415;57,4;308;42,6;723
PP027;Partido Poder Ciudadano;2017;Oct - Dic;55 a 59;345;52,591;311;47,409;656
PP027;Partido Poder Ciudadano;2017;Oct - Dic;60 a 64;283;55,166;230;44,834;513
PP027;Partido Poder Ciudadano;2017;Oct - Dic;65 a 69;179;51,143;171;48,857;350
PP027;Partido Poder Ciudadano;2017;Oct - Dic;70 a 74;131;56,223;102;43,777;233
PP027;Partido Poder Ciudadano;2017;Oct - Dic;75 a 79;83;56,081;65;43,919;148
PP027;Partido Poder Ciudadano;2017;Oct - Dic;80 y más;70;60,87;45;39,13;115
PP027;Partido Poder Ciudadano;2017;Oct - Dic;Total;6293;50,885;6074;49,115;12367
PP027;Partido Poder Ciudadano;2017;Jul - Sep;Total Militantes;6.365;50,9;6.140;49,1;12.505
PP027;Partido Poder Ciudadano;2017;Jul - Sep;14 a 17 años;7;0;8;53,3;15
PP027;Partido Poder Ciudadano;2017;Jul - Sep;18 a 19 años;598;53,3;525;46,7;1.123
PP027;Partido Poder Ciudadano;2017;Jul - Sep;20 a 24 años;1.431;52,3;1.304;47,7;2.735
PP027;Partido Poder Ciudadano;2017;Jul - Sep;25 a 29 años;1.015;48,7;1.068;51,3;2.083
PP027;Partido Poder Ciudadano;2017;Jul - Sep;30 a 34 años;635;48,7;670;51,3;1.305
PP027;Partido Poder Ciudadano;2017;Jul - Sep;35 a 39 años;402;42,9;535;57,1;937
PP027;Partido Poder Ciudadano;2017;Jul - Sep;40 a 44 años;397;46,1;465;53,9;862
PP027;Partido Poder Ciudadano;2017;Jul - Sep;45 a 49 años;393;52,8;351;47,2;744
PP027;Partido Poder Ciudadano;2017;Jul - Sep;50 a 54 años;415;57,4;308;42,6;723
PP027;Partido Poder Ciudadano;2017;Jul - Sep;55 a 59 años;346;52,0;320;48,0;666
PP027;Partido Poder Ciudadano;2017;Jul - Sep;60 a 64 años;276;55,0;226;45,0;502
PP027;Partido Poder Ciudadano;2017;Jul - Sep;65 a 69 años;173;52,1;159;47,9;332
PP027;Partido Poder Ciudadano;2017;Jul - Sep;70 a 74 años;132;57,4;98;42,6;230
PP027;Partido Poder Ciudadano;2017;Jul - Sep;75 a 79 años;79;55,6;63;44,4;142
PP027;Partido Poder Ciudadano;2017;Jul - Sep;80 a más años;66;62,3;40;37,7;106
PP027;Partido Poder Ciudadano;2017;Abr - Jun;Total Militantes;6.289;51,0;6.049;49,0;12.338
PP027;Partido Poder Ciudadano;2017;Abr - Jun;14 a 17 años;29;0,2;29;0,2;58
PP027;Partido Poder Ciudadano;2017;Abr - Jun;18 a 19 años;666;5,4;585;4,7;1.251
PP027;Partido Poder Ciudadano;2017;Abr - Jun;20 a 24 años;1.390;11,3;1.280;10,4;2.670
PP027;Partido Poder Ciudadano;2017;Abr - Jun;25 a 29 años;986;8,0;1.038;8,4;2.024
PP027;Partido Poder Ciudadano;2017;Abr - Jun;30 a 34 años;618;5,0;653;5,3;1.271
PP027;Partido Poder Ciudadano;2017;Abr - Jun;35 a 39 años;392;3,2;524;4,2;916
PP027;Partido Poder Ciudadano;2017;Abr - Jun;40 a 44 años;389;3,2;442;3,6;831
PP027;Partido Poder Ciudadano;2017;Abr - Jun;45 a 49 años;383;3,1;342;2,8;725
PP027;Partido Poder Ciudadano;2017;Abr - Jun;50 a 54 años;409;3,3;312;2,5;721
PP027;Partido Poder Ciudadano;2017;Abr - Jun;55 a 59 años;339;2,7;290;2,3;629
PP027;Partido Poder Ciudadano;2017;Abr - Jun;60 a 64 años;260;2,1;219;1,8;479
PP027;Partido Poder Ciudadano;2017;Abr - Jun;65 a 69 años;164;1,3;149;1,2;313
PP027;Partido Poder Ciudadano;2017;Abr - Jun;70 a 74 años;130;1,1;92;0,7;222
PP027;Partido Poder Ciudadano;2017;Abr - Jun;75 a 79 años;74;0,6;58;0,5;132
PP027;Partido Poder Ciudadano;2017;Abr - Jun;80 a más años;60;0,5;36;0,3;96
PP027;Partido Poder Ciudadano;2017;Ene - Mar;Total Militantes;1.720;47,8;1.875;52,2;3.595
PP027;Partido Poder Ciudadano;2017;Ene - Mar;14 a 17 años;0;0,0;2;0,1;2
PP027;Partido Poder Ciudadano;2017;Ene - Mar;18 a 19 años;79;2,2;70;1,9;149
PP027;Partido Poder Ciudadano;2017;Ene - Mar;20 a 24 años;277;7,7;241;6,7;518
PP027;Partido Poder Ciudadano;2017;Ene - Mar;25 a 29 años;258;7,2;297;8,3;555
PP027;Partido Poder Ciudadano;2017;Ene - Mar;30 a 34 años;211;5,9;269;7,5;480
PP027;Partido Poder Ciudadano;2017;Ene - Mar;35 a 39 años;149;4,1;210;5,8;359
PP027;Partido Poder Ciudadano;2017;Ene - Mar;40 a 44 años;151;4,2;176;4,9;327
PP027;Partido Poder Ciudadano;2017;Ene - Mar;45 a 49 años;131;3,6;153;4,3;284
PP027;Partido Poder Ciudadano;2017;Ene - Mar;50 a 54 años;140;3,9;117;3,3;257
PP027;Partido Poder Ciudadano;2017;Ene - Mar;55 a 59 años;125;3,5;120;3,3;245
PP027;Partido Poder Ciudadano;2017;Ene - Mar;60 a 64 años;85;2,4;80;2,2;165
PP027;Partido Poder Ciudadano;2017;Ene - Mar;65 a 69 años;47;1,3;59;1,6;106
PP027;Partido Poder Ciudadano;2017;Ene - Mar;70 a 74 años;39;1,1;42;1,2;81
PP027;Partido Poder Ciudadano;2017;Ene - Mar;75 a 79 años;17;0,5;26;0,7;43
PP027;Partido Poder Ciudadano;2017;Ene - Mar;80 a más años;11;0,3;13;0,4;24
PP027;Partido Poder Ciudadano;2016;Oct - Dic;Total Militantes;1.091;48,3;1.169;51,7;2.260
PP027;Partido Poder Ciudadano;2016;Oct - Dic;14 a 17 años;1;0,0;2;0,1;3
PP027;Partido Poder Ciudadano;2016;Oct - Dic;18 a 19 años;50;2,2;36;1,6;86
PP027;Partido Poder Ciudadano;2016;Oct - Dic;20 a 24 años;176;7,8;164;7,3;340
PP027;Partido Poder Ciudadano;2016;Oct - Dic;25 a 29 años;154;6,8;210;9,3;364
PP027;Partido Poder Ciudadano;2016;Oct - Dic;30 a 34 años;150;6,6;177;7,8;327
PP027;Partido Poder Ciudadano;2016;Oct - Dic;35 a 39 años;106;4,7;142;6,3;248
PP027;Partido Poder Ciudadano;2016;Oct - Dic;40 a 44 años;100;4,4;105;4,6;205
PP027;Partido Poder Ciudadano;2016;Oct - Dic;45 a 49 años;82;3,6;102;4,5;184
PP027;Partido Poder Ciudadano;2016;Oct - Dic;50 a 54 años;85;3,8;65;2,9;150
PP027;Partido Poder Ciudadano;2016;Oct - Dic;55 a 59 años;71;3,1;57;2,5;128
PP027;Partido Poder Ciudadano;2016;Oct - Dic;60 a 64 años;55;2,4;44;1,9;99
PP027;Partido Poder Ciudadano;2016;Oct - Dic;65 a 69 años;23;1,0;25;1,1;48
PP027;Partido Poder Ciudadano;2016;Oct - Dic;70 a 74 años;22;1,0;22;1,0;44
PP027;Partido Poder Ciudadano;2016;Oct - Dic;75 a 79 años;8;0,4;11;0,5;19
PP027;Partido Poder Ciudadano;2016;Oct - Dic;80 a más años;8;0,4;7;0,3;15
PP027;Partido Poder Ciudadano;2018;Abr - Jun;14 a 17;0;0;0;0;0
PP027;Partido Poder Ciudadano;2018;Abr - Jun;18 a 19;394;53,75%;339;46,25%;733
PP027;Partido Poder Ciudadano;2018;Abr - Jun;20 a 24;1477;52,14%;1356;47,86%;2833
PP027;Partido Poder Ciudadano;2018;Abr - Jun;25 a 29;1031;49,59%;1048;50,41%;2079
PP027;Partido Poder Ciudadano;2018;Abr - Jun;30 a 34;673;48,77%;707;51,23%;1380
PP027;Partido Poder Ciudadano;2018;Abr - Jun;35 a 39;423;44,34%;531;55,66%;954
PP027;Partido Poder Ciudadano;2018;Abr - Jun;40 a 44;469;55,97%;369;44,03%;838
PP027;Partido Poder Ciudadano;2018;Abr - Jun;45 a 49;382;51,62%;358;48,38%;740
PP027;Partido Poder Ciudadano;2018;Abr - Jun;50 a 54;422;57,89%;307;42,11%;729
PP027;Partido Poder Ciudadano;2018;Abr - Jun;55 a 59;349;52,64%;314;47,36%;663
PP027;Partido Poder Ciudadano;2018;Abr - Jun;60 a 64;279;54,81%;230;45,19%;509
PP027;Partido Poder Ciudadano;2018;Abr - Jun;65 a 69;186;51,67%;174;48,33%;360
PP027;Partido Poder Ciudadano;2018;Abr - Jun;70 a 75;132;55,46%;106;44,54%;238
PP027;Partido Poder Ciudadano;2018;Abr - Jun;75 a 79;85;57,05%;64;42,95%;149
PP027;Partido Poder Ciudadano;2018;Abr - Jun;80 o +;72;60,50%;47;39,50%;119
PP027;Partido Poder Ciudadano;2018;Abr - Jun;Total;6374;51,72%;5950;48,28%;12324
PP027;Partido Poder Ciudadano;2018;Jul - Sep;14 a 17;0;0;0;0;0
PP027;Partido Poder Ciudadano;2018;Jul - Sep;18 a 19;392;55,06;320;44,94;712
PP027;Partido Poder Ciudadano;2018;Jul - Sep;20 a 24;1714;52,71;1538;47,29;3252
PP027;Partido Poder Ciudadano;2018;Jul - Sep;25 a 29;1227;50,35;1210;49,65;2437
PP027;Partido Poder Ciudadano;2018;Jul - Sep;30 a 34;787;49,16;814;50,84;1601
PP027;Partido Poder Ciudadano;2018;Jul - Sep;35 a 39;500;46,00;587;54,00;1087
PP027;Partido Poder Ciudadano;2018;Jul - Sep;40 a 44;413;44,84;508;55,16;921
PP027;Partido Poder Ciudadano;2018;Jul - Sep;45 a 49;446;53,41;389;46,59;835
PP027;Partido Poder Ciudadano;2018;Jul - Sep;50 a 54;454;58,06;328;41,94;782
PP027;Partido Poder Ciudadano;2018;Jul - Sep;55 a 59;392;53,55;340;46,45;732
PP027;Partido Poder Ciudadano;2018;Jul - Sep;60 a 64;314;54,51;262;45,49;576
PP027;Partido Poder Ciudadano;2018;Jul - Sep;65 a 69;209;52,12;192;47,88;401
PP027;Partido Poder Ciudadano;2018;Jul - Sep;70 a 75;147;54,65;122;45,35;269
PP027;Partido Poder Ciudadano;2018;Jul - Sep;75 a 79;100;58,14;72;41,86;172
PP027;Partido Poder Ciudadano;2018;Jul - Sep;80 o +;74;61,67;46;38,33;120
PP027;Partido Poder Ciudadano;2018;Jul - Sep;Total;7169;51,71;6728;48,53;13865
PP027;Partido Poder Ciudadano;2018;Oct - Dic;14 a 17;0;0;0;0;0
PP027;Partido Poder Ciudadano;2018;Oct - Dic;18 a 19;392;55,06;320;44,94;712
PP027;Partido Poder Ciudadano;2018;Oct - Dic;20 a 24;1714;52,71;1538;47,29;3252
PP027;Partido Poder Ciudadano;2018;Oct - Dic;25 a 29;1227;50,35;1210;49,65;2437
PP027;Partido Poder Ciudadano;2018;Oct - Dic;30 a 34;787;49,16;814;50,84;1601
PP027;Partido Poder Ciudadano;2018;Oct - Dic;35 a 39;500;46;587;54;1087
PP027;Partido Poder Ciudadano;2018;Oct - Dic;40 a 44;413;44,84;508;55,16;921
PP027;Partido Poder Ciudadano;2018;Oct - Dic;45 a 49;446;53,41;389;46,59;835
PP027;Partido Poder Ciudadano;2018;Oct - Dic;50 a 54;454;58,06;328;41,94;782
PP027;Partido Poder Ciudadano;2018;Oct - Dic;55 a 59;392;53,55;340;46,45;732
PP027;Partido Poder Ciudadano;2018;Oct - Dic;60 a 64;314;54,51;262;45,49;576
PP027;Partido Poder Ciudadano;2018;Oct - Dic;65 a 69;209;52,12;192;47,88;401
PP027;Partido Poder Ciudadano;2018;Oct - Dic;70 a 75;147;54,65;122;45,35;269
PP027;Partido Poder Ciudadano;2018;Oct - Dic;75 a 79;100;58,14;72;41,86;172
PP027;Partido Poder Ciudadano;2018;Oct - Dic;80 o +;74;61,67;46;38,33;120
PP027;Partido Poder Ciudadano;2018;Oct - Dic;Total;7169;51,71;6728;48,53;13865
PP027;Partido Poder Ciudadano;2019;Ene - Mar;14 a 17;0;0;0;0;0
PP027;Partido Poder Ciudadano;2019;Ene - Mar;18 a 19;392;55,06;320;44,94;712
PP027;Partido Poder Ciudadano;2019;Ene - Mar;20 a 24;1714;52,71;1538;47,29;3252
PP027;Partido Poder Ciudadano;2019;Ene - Mar;25 a 29;1227;50,35;1210;49,65;2437
PP027;Partido Poder Ciudadano;2019;Ene - Mar;30 a 34;787;49,16;814;50,84;1601
PP027;Partido Poder Ciudadano;2019;Ene - Mar;35 a 39;500;46;587;54;1087
PP027;Partido Poder Ciudadano;2019;Ene - Mar;40 a 44;413;44,84;508;55,16;921
PP027;Partido Poder Ciudadano;2019;Ene - Mar;45 a 49;446;53,41;389;46,59;835
PP027;Partido Poder Ciudadano;2019;Ene - Mar;50 a 54;454;58,06;328;41,94;782
PP027;Partido Poder Ciudadano;2019;Ene - Mar;55 a 59;392;53,55;340;46,45;732
PP027;Partido Poder Ciudadano;2019;Ene - Mar;60 a 64;314;54,51;262;45,49;576
PP027;Partido Poder Ciudadano;2019;Ene - Mar;65 a 69;209;52,12;192;47,88;401
PP027;Partido Poder Ciudadano;2019;Ene - Mar;70 a 75;147;54,65;122;45,35;269
PP027;Partido Poder Ciudadano;2019;Ene - Mar;75 a 79;100;58,14;72;41,86;172
PP027;Partido Poder Ciudadano;2019;Ene - Mar;80 o +;74;61,67;46;38,33;120
PP027;Partido Poder Ciudadano;2019;Ene - Mar;Total;7169;51,71;6728;48,53;13865
PP027;Partido Poder Ciudadano;2019;Abr - Jun;14 a 17;0;0;0;0;0
PP027;Partido Poder Ciudadano;2019;Abr - Jun;18 a 19;44;60,27%;29;39,73%;73
PP027;Partido Poder Ciudadano;2019;Abr - Jun;20 a 24;1855;53,54%;1610;46,46%;3465
PP027;Partido Poder Ciudadano;2019;Abr - Jun;25 a 29;1390;50,93%;1339;49,07%;2729
PP027;Partido Poder Ciudadano;2019;Abr - Jun;30 a 34;901;48,99%;938;51,01%;1839
PP027;Partido Poder Ciudadano;2019;Abr - Jun;35 a 39;584;47,52%;645;52,48%;1229
PP027;Partido Poder Ciudadano;2019;Abr - Jun;40 a 44;402;45,84%;475;54,16%;877
PP027;Partido Poder Ciudadano;2019;Abr - Jun;45 a 49;442;52,62%;398;47,38%;840
PP027;Partido Poder Ciudadano;2019;Abr - Jun;50 a 54;407;58,82%;285;41,18%;692
PP027;Partido Poder Ciudadano;2019;Abr - Jun;55 a 59;395;56,67%;302;43,33%;697
PP027;Partido Poder Ciudadano;2019;Abr - Jun;60 a 64;287;53,64%;248;46,36%;535
PP027;Partido Poder Ciudadano;2019;Abr - Jun;65 a 69;207;54,05%;176;45,95%;383
PP027;Partido Poder Ciudadano;2019;Abr - Jun;70 a 75;145;53,90%;124;46,10%;269
PP027;Partido Poder Ciudadano;2019;Abr - Jun;75 a 79;92;57,14%;69;42,86%;161
PP027;Partido Poder Ciudadano;2019;Abr - Jun;80 o +;66;57,39%;49;42,61%;115
PP027;Partido Poder Ciudadano;2019;Abr - Jun;Total;7217;51,91%;6687;48,09%;13904
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;Total Militantes;54.728;53,80%;46.951;46,20%;101.679
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;14 a 17 años;S/I;S/I;S/I;S/I;S/I
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;18 a 19 años;178;53,30%;156;46,70%;334
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;20 a 24 años;936;48,80%;983;51,20%;1.919
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;25 a 29 años;1.645;48,00%;1.785;52,00%;3.430
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;30 a 34 años;1.771;47,20%;1.981;52,80%;3.752
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;35 a 39 años;2.004;48,10%;2.165;51,90%;4.169
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;40 a 44 años;2.672;48,80%;2.807;51,20%;5.479
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;45 a 49 años;5.550;50,70%;5.396;49,30%;10.946
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;50 a 54 años;7.494;52,60%;6.742;47,40%;14.236
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;55 a 59 años;7.350;53,90%;6.287;46,10%;13.637
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;60 a 64 años;6.601;54,50%;5.514;45,50%;12.115
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;65 a 69 años;5.242;55,10%;4.275;44,90%;9.517
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;70 a 74 años;4.557;57,00%;3.443;43,00%;8.000
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;75 a 79 años;3.542;60,00%;2.366;40,00%;5.908
PP028;Partido Renovación Nacional (RN);2017;Ene - Mar;80 a más años;5.186;63,00%;3.051;37,00%;8.237
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;Total Militantes;59726;53,92;51034;46,08;110760
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;14 a 17 años;0;0;0;0;0
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;18 a 19 años;124;0,11;132;0,12;256
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;20 a 24 años;1192;1,08;1207;1,09;2399
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;25 a 29 años;1983;1,79;2035;1,84;4018
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;30 a 34 años;2128;1,92;2325;2,1;4453
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;35 a 39 años;2387;2,16;2493;2,25;4880
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;40 a 44 años;2844;2,57;3035;2,74;5879
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;45 a 49 años;5077;4,58;4962;4,48;10039
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;50 a 54 años;7908;7,14;7021;6,34;14929
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;55 a 59 años;7875;7,11;6843;6,18;14718
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;60 a 64 años;7303;6,59;6051;5,46;13354
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;65 a 69 años;5843;5,28;4693;4,24;10536
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;70 a 74 años;5090;4,6;3960;3,58;9050
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;75 a 79 años;4036;3,64;2748;2,48;6784
PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;80 a más años;5936;5,36;3529;3,19;9465
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;Total Militantes;49.033;53,5;42.583;46,5;91.616
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;14 a 17 años;0;0;0;0;0
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;18 a 19 años;1;33,3;2;66,7;3
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;20 a 24 años;181;42,3;247;57,7;428
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;25 a 29 años;822;43,2;1.080;56,8;1.902
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;30 a 34 años;1.092;44,6;1.358;55,4;2.450
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;35 a 39 años;1.260;43,7;1.625;56,3;2.885
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;40 a 44 años;2.120;47,5;2.347;52,5;4.467
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;45 a 49 años;5.354;50,3;5.289;49,7;10.643
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;50 a 54 años;7.034;52,6;6.330;47,4;13.364
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;55 a 59 años;6.723;53,7;5.802;46,3;12.525
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;60 a 64 años;6.060;54,3;5.093;45,7;11.153
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;65 a 69 años;4.799;54,5;4.014;45,6;8.813
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;70 a 74 años;4.192;56,3;3.256;43,7;7.448
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;75 a 79 años;3.352;59,4;2.290;40,6;5.642
PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;80 o más años;5.434;62,0;3.329;38,0;8.763
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;Total Militantes;61951;54,07;52616;45,92;114567
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;14 a 17 años;0;0;0;0;0
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;18 a 19 años;88;49,43;90;50,56;178
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;20 a 24 años;1356;51,26;1289;48,73;2645
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;25 a 29 años;2261;49,61;2296;50,38;4557
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;30 a 34 años;2498;48,04;2701;51,95;5199
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;35 a 39 años;2804;49,79;2827;50,2;5631
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;40 a 44 años;2961;48,78;3109;51,21;6070
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;45 a 49 años;4652;50,52;4555;49,47;9207
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;50 a 54 años;8065;53,06;7134;46,93;15199
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;55 a 59 años;8198;53,6;7096;46,39;15294
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;60 a 64 años;7562;54,73;6254;45,26;13816
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;65 a 69 años;6176;55,9;4872;44,09;11048
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;70 a 74 años;5305;56,37;4106;43,62;9411
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;75 a 79 años;4130;59,45;2816;40,54;6946
PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;80 a más años;5895;62,94;3471;37,05;9366
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;Total Militantes;59349;53,95;50644;46,04;109993
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;14 a 17 años;0;0;0;0;0
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;18 a 19 años;96;0,08;111;0,1;207
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;20 a 24 años;1172;1,06;1155;1,05;2327
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;25 a 29 años;1982;1,8;2049;1,86;4031
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;30 a 34 años;2155;1,95;2343;2,13;4498
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;35 a 39 años;2451;2,23;2543;2,31;4994
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;40 a 44 años;2787;2,53;3023;2,75;5810
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;45 a 49 años;4941;4,49;4831;4,39;9772
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;50 a 54 años;7869;7,15;6989;6,35;14858
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;55 a 59 años;7972;7,24;6895;6,27;14867
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;60 a 64 años;7276;6,61;6041;5,49;13317
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;65 a 69 años;5871;5,34;4666;4,24;10537
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;70 a 74 años;5103;4,64;3939;3,58;9042
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;75 a 79 años;3992;3,63;2683;2,44;6675
PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;80 a más años;5682;5,17;3376;3,07;9058
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;Total Militantes;61375;54,07;52130;45,93;113505
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;14 a 17 años;0;0;0;0;0
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;18 a 19 años;92;48,17;99;51,83;191
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;20 a 24 años;1343;51,25;1277;48,75;2620
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;25 a 29 años;2240;49,62;2274;50,38;4514
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;30 a 34 años;2474;48,05;2675;51,95;5149
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;35 a 39 años;2778;49,8;2800;50,2;5578
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;40 a 44 años;2933;48,78;3080;51,22;6013
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;45 a 49 años;4608;50,53;4512;49,47;9120
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;50 a 54 años;7990;53,07;7067;46,93;15057
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;55 a 59 años;8122;53,6;7030;46,4;15152
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;60 a 64 años;7491;54,73;6196;45,27;13687
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;65 a 69 años;6118;55,9;4826;44,1;10944
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;70 a 74 años;5255;56,37;4067;43,63;9322
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;75 a 79 años;4091;59,46;2789;40,54;6880
PP028;Partido Renovación Nacional (RN);2019;Abr - Jun;80 a más años;5840;62,94;3438;37,06;9278
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;Total Militantes;60.081;54,00%;51.264;46,00%;111.345
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;14 a 17 años;S/I;S/I;S/I;S/I;S/I
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;18 a 19 años;252;51,10%;241;48,90%;493
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;20 a 24 años;1.296;49,40%;1.325;50,60%;2.621
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;25 a 29 años;2.093;49,30%;2.156;50,70%;4.249
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;30 a 34 años;2.157;48,20%;2.322;51,80%;4.479
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;35 a 39 años;2.371;48,60%;2.509;51,40%;4.880
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;40 a 44 años;3.026;49,30%;3.116;50,70%;6.142
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;45 a 49 años;5.753;50,80%;5.563;49,20%;11.316
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;50 a 54 años;8.000;53,00%;7.092;47,00%;15.092
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;55 a 59 años;7.814;53,90%;6.691;46,10%;14.505
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;60 a 64 años;7.152;54,70%;5.914;45,30%;13.066
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;65 a 69 años;5.749;55,50%;4.606;44,50%;10.355
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;70 a 74 años;4.974;56,90%;3.774;43,10%;8.748
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;75 a 79 años;3.866;59,40%;2.643;40,60%;6.509
PP028;Partido Renovación Nacional (RN);2017;Abr - Jun;80 a más años;5.578;62,70%;3.312;37,30%;8.890
