idcaso;IDInstitucion,;Institucion
24374;4f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILLOTA"
24375;035c3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE YUMBEL"
24376;cd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TENO"
24377;155b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PLACILLA"
24378;c5593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COLBÚN"
24379;37603745-a109-e211-b576-00155d01e500;"HOSPITAL CESAR CARAVAGNO BUROTTO DE TALCA"
24380;275b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUENTE ALTO"
24381;d95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TOCOPILLA"
24382;d3583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD COQUIMBO"
24383;77583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DE OBRAS HIDRÁULICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
24384;03583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)"
24385;3f5d3745-a109-e211-b576-00155d01e500;"SEREMI DE EDUCACIÓN REGIÓN DEL MAULE"
24386;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
24387;2d5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO VARAS"
24388;c3583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SALUD"
24389;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
24390;ef5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN METROPOLITANA DE SANTIAGO"
24391;815b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAGRADA FAMILIA"
24392;b75f3745-a109-e211-b576-00155d01e500;"SERVICIO DE EVALUACIÓN AMBIENTAL"
24393;bb5d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DE LA ARAUCANÍA"
24394;cf573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES (SEC)"
24395;b1573745-a109-e211-b576-00155d01e500;"SERVICIO ELECTORAL"
24396;13593745-a109-e211-b576-00155d01e500;"PARQUE METROPOLITANO DE SANTIAGO"
24397;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24398;675b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RENCA"
24399;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
24400;01583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS"
24401;53583745-a109-e211-b576-00155d01e500;"FUERZA AÉREA DE CHILE"
24402;ef5f3745-a109-e211-b576-00155d01e500;"HOSPITAL CLÍNICO DE NIÑOS ROBERTO DEL RÍO"
24403;99593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CERRILLOS"
24404;55593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ALGARROBO"
24405;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
24406;755a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LO ESPEJO"
24407;75603745-a109-e211-b576-00155d01e500;"CORPORACIÓN MUNICIPAL DE LAS CONDES"
24408;0c5c6f5f-a754-e411-8ceb-00155d01e500;"INSTITUTO NACIONAL DEL DEPORTE"
24409;b1583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SEGURIDAD SOCIAL"
24410;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
24411;995a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MAIPÚ"
24412;115b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PIRQUE"
24413;bb573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE RELACIONES EXTERIORES"
24414;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
24415;d35b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TILTIL"
24416;eb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE ADUANAS"
24417;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
24418;dd573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE HACIENDA"
24419;d55a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE OSORNO"
24420;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
24421;b75f3745-a109-e211-b576-00155d01e500;"SERVICIO DE EVALUACIÓN AMBIENTAL"
24422;335a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE INDEPENDENCIA"
24423;af583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SEGURIDAD LABORAL (ISL)"
24424;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
24425;695b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RENGO"
24426;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24427;455b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUEMCHI"
24428;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24429;bfff3255-1938-e811-9105-005056b25a84;"DIRECCIÓN DE EDUCACIÓN PÚBLICA"
24430;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
24431;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
24432;675b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE RENCA"
24433;eb5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALLENAR"
24434;e75b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TUCAPEL"
24435;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
24436;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
24437;cc69ff05-d0b8-e211-b120-00155d01e500;"SUPERINTENDENCIA DE EDUCACIÓN"
24438;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
24439;01583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS"
24440;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
24441;6b593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARAUCO"
24442;d35a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE OLMUÉ"
24443;b95a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE NANCAGUA"
24444;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
24445;6f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LLANQUIHUE"
24446;b95d3745-a109-e211-b576-00155d01e500;"SEREMI DE BIENES NACIONALES REGIÓN DEL BÍO BÍO"
24447;2f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE HUECHURABA"
24448;bd5f3745-a109-e211-b576-00155d01e500;"HOSPITAL SAN PABLO DE COQUIMBO"
24449;195c3745-a109-e211-b576-00155d01e500;"EMPRESA DE CORREOS DE CHILE"
24450;b1583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SEGURIDAD SOCIAL"
24451;295b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO MONTT"
24452;cd5f3745-a109-e211-b576-00155d01e500;"HOSPITAL SAN JUAN DE DIOS DE SANTIAGO"
24453;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
24454;e5583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD ARAUCO"
24455;c9573745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE PESCA Y ACUICULTURA"
24456;ff573745-a109-e211-b576-00155d01e500;"COMISIÓN NACIONAL DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA"
24457;6f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LLANQUIHUE"
24458;cd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TENO"
24459;ef613745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL PARA LA PREVENCIÓN Y REHABILITACIÓN DEL CONSUMO DE DROGAS Y ALCOHOL (SENDA)"
24460;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
24461;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
24462;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
24463;fb5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE LOS LAGOS"
24464;075c3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ZAPALLAR"
24465;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
24466;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24467;cc69ff05-d0b8-e211-b120-00155d01e500;"SUPERINTENDENCIA DE EDUCACIÓN"
24468;57593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ALHUÉ"
24469;e95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALDIVIA"
24470;d7573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE TURISMO"
24471;33583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE MENORES (SENAME)"
24472;995a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MAIPÚ"
24473;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
24474;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24475;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24476;995b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN JAVIER"
24477;62f16c37-98f6-e511-bac8-005056b25a84;"UNIVERSIDAD DE AYSÉN"
24478;fd613745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE EVALUACIÓN SOCIAL"
24479;d3583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD COQUIMBO"
24480;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
24481;cb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ÑUÑOA"
24482;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24483;8d583745-a109-e211-b576-00155d01e500;"INSTITUTO DE DESARROLLO AGROPECUARIO (INDAP)"
24484;415a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA ESTRELLA"
24485;e15a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PAINE"
24486;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
24487;37593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TELECOMUNICACIONES"
24488;45603745-a109-e211-b576-00155d01e500;"HOSPITAL DR. GUSTAVO FRICKE DE VIÑA DEL MAR"
24489;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
24490;4b5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILLECO"
24491;4b5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILLECO"
24492;6b583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE OBRAS PÚBLICAS"
24493;c9573745-a109-e211-b576-00155d01e500;"SUBSECRETARIA DE PESCA Y ACUICULTURA"
24494;3d583745-a109-e211-b576-00155d01e500;"CORPORACIÓN DE ASISTENCIA JUDICIAL DE LA REGIÓN DE VALPARAÍSO"
24495;51583745-a109-e211-b576-00155d01e500;"ARMADA DE CHILE"
24496;f55d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DEL BÍO BÍO"
24497;83583745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE SERVICIOS SANITARIOS"
24498;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
24499;41583745-a109-e211-b576-00155d01e500;"CORPORACIÓN DE ASISTENCIA JUDICIAL DE LA REGIÓN DEL BÍO BÍO"
24500;03583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE JARDINES INFANTILES (JUNJI)"
24501;27593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DEL BÍO BÍO"
24502;e7573745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS"
24503;27593745-a109-e211-b576-00155d01e500;"SERVICIO DE VIVIENDA Y URBANIZACIÓN DE LA REGIÓN DEL BÍO BÍO"
24504;c55b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALCA"
24505;bd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SANTIAGO"
24506;1b583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE TALCA"
24507;295a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE HUALQUI"
24508;315a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ILLAPEL"
24509;9f5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MARÍA ELENA"
24510;dd573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE HACIENDA"
24511;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
24512;79593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALAMA"
24513;dd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TOMÉ"
24514;9f583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE BIENES NACIONALES"
24515;3d583745-a109-e211-b576-00155d01e500;"CORPORACIÓN DE ASISTENCIA JUDICIAL DE LA REGIÓN DE VALPARAÍSO"
24516;bb583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE REDES ASISTENCIALES"
24517;f1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURICÓ"
24518;d75f3745-a109-e211-b576-00155d01e500;"HOSPITAL VÍCTOR RÍOS RUIZ DE LOS ÁNGELES"
24519;ab573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO (SUBDERE)"
24520;bd5f3745-a109-e211-b576-00155d01e500;"HOSPITAL SAN PABLO DE COQUIMBO"
24521;73593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE BULNES"
24522;ed573745-a109-e211-b576-00155d01e500;"SERVICIO DE IMPUESTOS INTERNOS"
24523;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
24524;33583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE MENORES (SENAME)"
24525;6d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LITUECHE"
24526;51583745-a109-e211-b576-00155d01e500;"ARMADA DE CHILE"
24527;5d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ALTO HOSPICIO"
24528;f35d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DEL MAULE"
24529;f35d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DEL MAULE"
24530;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24531;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24532;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24533;f35d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DEL MAULE"
24534;155a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE FUTRONO"
24535;bb5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PUERTO NATALES"
24536;a7613745-a109-e211-b576-00155d01e500;"DEPARTAMENTO PROVINCIAL DE EDUCACIÓN QUILLOTA"
24537;775a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LO PRADO"
24538;fb5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VILLARRICA"
24539;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
24540;c7613745-a109-e211-b576-00155d01e500;"DEPARTAMENTO PROVINCIAL DE EDUCACIÓN VALDIVIA"
24541;79593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALAMA"
24542;79593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CALAMA"
24543;b1573745-a109-e211-b576-00155d01e500;"SERVICIO ELECTORAL"
24544;ad583745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO"
24545;b772a133-98a6-e611-a250-005056b25a84;"ASOCIACIÓN DE MUNICIPALIDADES RURALES DE LA REGIÓN METROPOLITANA DE SANTIAGO (AMUR)"
24546;1f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE PROVIDENCIA"
24547;fb5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VILLARRICA"
24548;955c3745-a109-e211-b576-00155d01e500;"INTENDENCIA REGIÓN DE LA ARAUCANÍA"
24549;a9593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHILLÁN"
24550;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24551;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24552;a1573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE LA MUJER Y LA EQUIDAD DE GENERO"
24553;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
24554;d3583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD COQUIMBO"
24555;57583745-a109-e211-b576-00155d01e500;"POLICÍA DE INVESTIGACIONES DE CHILE"
24556;995a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MAIPÚ"
24557;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
24558;55583745-a109-e211-b576-00155d01e500;"CARABINEROS DE CHILE"
24559;75593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CABILDO"
24560;53583745-a109-e211-b576-00155d01e500;"FUERZA AÉREA DE CHILE"
24561;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
24562;c7613745-a109-e211-b576-00155d01e500;"DEPARTAMENTO PROVINCIAL DE EDUCACIÓN VALDIVIA"
24563;615a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LAS CONDES"
24564;71593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE BUIN"
24565;ef573745-a109-e211-b576-00155d01e500;"CONSEJO DE DEFENSA DEL ESTADO"
24566;515b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILPUÉ"
24567;37593745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE TELECOMUNICACIONES"
24568;995a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MAIPÚ"
24569;9f5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN JUAN DE LA COSTA"
24570;075a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ESTACIÓN CENTRAL"
24571;31583745-a109-e211-b576-00155d01e500;"SERVICIO MÉDICO LEGAL (SML)"
24572;eb5f3745-a109-e211-b576-00155d01e500;"HOSPITAL REGIONAL DE COYHAIQUE"
24573;db593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COPIAPÓ"
24574;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
24575;15583745-a109-e211-b576-00155d01e500;"UNIVERSIDAD DE VALPARAÍSO"
24576;d3573745-a109-e211-b576-00155d01e500;"INSTITUTO NACIONAL DE ESTADÍSTICAS (INE)"
24577;37583745-a109-e211-b576-00155d01e500;"DEFENSORÍA PENAL PÚBLICA"
24578;cb573745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL DE PESCA Y ACUICULTURA (SERNAPESCA)"
24579;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24580;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24581;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24582;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24583;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24584;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24585;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24586;495a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LA LIGUA"
24587;575b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUINTA NORMAL"
24588;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24589;fd5c3745-a109-e211-b576-00155d01e500;"GOBERNACIÓN PROVINCIAL DE CORDILLERA"
24590;ff5c3745-a109-e211-b576-00155d01e500;"GOBERNACIÓN PROVINCIAL DE MAIPO"
24591;015d3745-a109-e211-b576-00155d01e500;"GOBERNACIÓN PROVINCIAL DE TALAGANTE"
24592;cd5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE O'HIGGINS"
24593;fb5c3745-a109-e211-b576-00155d01e500;"GOBERNACIÓN PROVINCIAL DE CHACABUCO"
24594;035d3745-a109-e211-b576-00155d01e500;"GOBERNACIÓN PROVINCIAL DE MELIPILLA"
24595;f1573745-a109-e211-b576-00155d01e500;"DIRECCIÓN NACIONAL DEL SERVICIO CIVIL"
24596;6d593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE ARICA"
24597;515b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILPUÉ"
24598;515b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE QUILPUÉ"
24599;47603745-a109-e211-b576-00155d01e500;"HOSPITAL SAN JUAN DE DIOS DE LA SERENA"
24600;ed5d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE VALPARAÍSO"
24601;47603745-a109-e211-b576-00155d01e500;"HOSPITAL SAN JUAN DE DIOS DE LA SERENA"
24602;b5603745-a109-e211-b576-00155d01e500;"SUPERINTENDENCIA DEL MEDIO AMBIENTE"
24603;b7583745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE SALUD PÚBLICA"
24604;c55b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE TALCA"
24605;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
24606;6f583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE OBRAS PÚBLICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
24607;1d5a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE GRANEROS"
24608;8f593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CARTAGENA"
24609;b7593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE COCHAMÓ"
24610;97593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CAUQUENES"
24611;f7573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE EDUCACIÓN"
24612;f35d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DEL MAULE"
24613;f35d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DEL MAULE"
24614;ef613745-a109-e211-b576-00155d01e500;"SERVICIO NACIONAL PARA LA PREVENCIÓN Y REHABILITACIÓN DEL CONSUMO DE DROGAS Y ALCOHOL (SENDA)"
24615;755c3745-a109-e211-b576-00155d01e500;"GOBIERNO REGIONAL REGIÓN DEL BÍO BÍO"
24616;4f583745-a109-e211-b576-00155d01e500;"EJÉRCITO DE CHILE"
24617;555d3745-a109-e211-b576-00155d01e500;"SEREMI DE JUSTICIA REGIÓN DE COQUIMBO"
24618;a5593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CHIGUAYANTE"
24619;51583745-a109-e211-b576-00155d01e500;"ARMADA DE CHILE"
24620;fd5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VIÑA DEL MAR"
24621;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24622;ed5b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VALPARAÍSO"
24623;a9583745-a109-e211-b576-00155d01e500;"DIRECCIÓN DEL TRABAJO"
24624;f1593745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE CURICÓ"
24625;655a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE LEBU"
24626;a95f3745-a109-e211-b576-00155d01e500;"PRESIDENCIA DE LA REPÚBLICA"
24627;6f583745-a109-e211-b576-00155d01e500;"DIRECCIÓN GENERAL DE OBRAS PÚBLICAS DEL MINISTERIO DE OBRAS PÚBLICAS"
24628;b7851b9f-90a6-e611-a250-005056b25a84;"ASOCIACIÓN DE MUNICIPALIDADES DE LA ZONA ORIENTE DE LA REGIÓN METROPOLITANA"
24629;4b593745-a109-e211-b576-00155d01e500;"CORPORACIÓN NACIONAL DE DESARROLLO INDÍGENA"
24630;875b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE SAN BERNARDO"
24631;01583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS"
24632;d3583745-a109-e211-b576-00155d01e500;"SERVICIO DE SALUD COQUIMBO"
24633;e95d3745-a109-e211-b576-00155d01e500;"SEREMI DE SALUD REGIÓN DE ATACAMA"
24634;2f583745-a109-e211-b576-00155d01e500;"GENDARMERÍA DE CHILE"
24635;39583745-a109-e211-b576-00155d01e500;"SERVICIO DE REGISTRO CIVIL E IDENTIFICACIÓN"
24636;a9573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DEL INTERIOR"
24637;f7573745-a109-e211-b576-00155d01e500;"SUBSECRETARÍA DE EDUCACIÓN"
24638;935a3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE MACHALÍ"
24639;bf583745-a109-e211-b576-00155d01e500;"INSTITUTO DE SALUD PÚBLICA DE CHILE"
24640;f95b3745-a109-e211-b576-00155d01e500;"MUNICIPALIDAD DE VILLA ALEMANA"
24641;31603745-a109-e211-b576-00155d01e500;"HOSPITAL DE URGENCIA ASISTENCIA PÚBLICA, POSTA CENTRAL"
24642;01583745-a109-e211-b576-00155d01e500;"JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECAS"
24643;bd583745-a109-e211-b576-00155d01e500;"FONDO NACIONAL DE SALUD"
24644;2d5d3745-a109-e211-b576-00155d01e500;"SERVICIO DE COOPERACIÓN TÉCNICA"
