idCaso;IdMotivo;Motivo
20253;3;La información entregada no corresponde a la solicitada
20254;4;Otras
20254;7;Interés nacional
20255;2;No recibió respuesta a su solicitud
20256;2;No recibió respuesta a su solicitud
20257;10;La información solicitada está en posesión de otro órgano o servicio
20257;4;Otras
20258;12;Otras
20258;2;No recibió respuesta a su solicitud
20259;1;Respuesta negativa a la solicitud de información
20259;9;La información no existe
20260;3;La información entregada no corresponde a la solicitada
20261;3;La información entregada no corresponde a la solicitada
20261;12;Otras
20262;12;Otras
20262;1;Respuesta negativa a la solicitud de información
20263;2;No recibió respuesta a su solicitud
20264;2;No recibió respuesta a su solicitud
20265;1;Respuesta negativa a la solicitud de información
20265;11;Oposición de un tercero
20265;12;Otras
20265;4;Otras
20266;4;Otras
20267;2;No recibió respuesta a su solicitud
20268;1;Respuesta negativa a la solicitud de información
20269;4;Otras
20269;12;Otras
20270;12;Otras
20270;4;Otras
20271;4;Otras
20271;12;Otras
20272;4;Otras
20273;12;Otras
20273;1;Respuesta negativa a la solicitud de información
20274;2;No recibió respuesta a su solicitud
20275;2;No recibió respuesta a su solicitud
20276;2;No recibió respuesta a su solicitud
20277;2;No recibió respuesta a su solicitud
20278;2;No recibió respuesta a su solicitud
20279;2;No recibió respuesta a su solicitud
20280;21;Personal y sus remuneraciones
20280;26;Contrataciones
20280;16;La información está desactualizada
20280;15;La información es incompleta
20281;12;Otras
20281;1;Respuesta negativa a la solicitud de información
20282;3;La información entregada no corresponde a la solicitada
20282;9;La información no existe
20283;1;Respuesta negativa a la solicitud de información
20283;12;Otras
20284;12;Otras
20284;4;Otras
20285;4;Otras
20285;12;Otras
20286;2;No recibió respuesta a su solicitud
20287;1;Respuesta negativa a la solicitud de información
20287;12;Otras
20288;12;Otras
20288;4;Otras
20289;12;Otras
20289;3;La información entregada no corresponde a la solicitada
20290;12;Otras
20290;4;Otras
20291;4;Otras
20291;12;Otras
20292;12;Otras
20292;4;Otras
20293;3;La información entregada no corresponde a la solicitada
20294;1;Respuesta negativa a la solicitud de información
20294;12;Otras
20295;1;Respuesta negativa a la solicitud de información
20295;11;Oposición de un tercero
20298;3;La información entregada no corresponde a la solicitada
20298;12;Otras
20299;12;Otras
20299;3;La información entregada no corresponde a la solicitada
20300;17;Otros
20300;15;La información es incompleta
20300;23;Actos y resoluciones con efectos sobre terceros
20301;12;Otras
20301;10;La información solicitada está en posesión de otro órgano o servicio
20301;9;La información no existe
20301;8;No se encuentra la información
20301;1;Respuesta negativa a la solicitud de información
20302;1;Respuesta negativa a la solicitud de información
20302;11;Oposición de un tercero
20303;12;Otras
20303;4;Otras
20305;4;Otras
20305;12;Otras
20306;12;Otras
20306;4;Otras
20307;8;No se encuentra la información
20307;9;La información no existe
20307;3;La información entregada no corresponde a la solicitada
20308;1;Respuesta negativa a la solicitud de información
20308;11;Oposición de un tercero
20309;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
20309;15;La información es incompleta
20310;3;La información entregada no corresponde a la solicitada
20311;4;Otras
20312;3;La información entregada no corresponde a la solicitada
20313;11;Oposición de un tercero
20313;4;Otras
20314;12;Otras
20314;1;Respuesta negativa a la solicitud de información
20315;2;No recibió respuesta a su solicitud
20316;12;Otras
20316;4;Otras
20317;4;Otras
20317;12;Otras
20317;7;Interés nacional
20317;1;Respuesta negativa a la solicitud de información
20317;3;La información entregada no corresponde a la solicitada
20317;8;No se encuentra la información
20318;12;Otras
20318;4;Otras
20319;12;Otras
20319;3;La información entregada no corresponde a la solicitada
20319;1;Respuesta negativa a la solicitud de información
20320;3;La información entregada no corresponde a la solicitada
20320;8;No se encuentra la información
20320;11;Oposición de un tercero
20320;4;Otras
20321;4;Otras
20321;12;Otras
20322;4;Otras
20323;4;Otras
20323;12;Otras
20324;2;No recibió respuesta a su solicitud
20325;12;Otras
20325;4;Otras
20326;4;Otras
20326;12;Otras
20327;12;Otras
20327;3;La información entregada no corresponde a la solicitada
20328;4;Otras
20329;2;No recibió respuesta a su solicitud
20330;21;Personal y sus remuneraciones
20330;15;La información es incompleta
20330;16;La información está desactualizada
20330;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
20331;4;Otras
20331;8;No se encuentra la información
20332;4;Otras
20332;12;Otras
20333;6;Debido funcionamiento del órgano/servicio
20333;1;Respuesta negativa a la solicitud de información
20334;2;No recibió respuesta a su solicitud
20335;3;La información entregada no corresponde a la solicitada
20335;12;Otras
20336;4;Otras
20336;10;La información solicitada está en posesión de otro órgano o servicio
20337;4;Otras
20337;12;Otras
20338;12;Otras
20338;4;Otras
20339;2;No recibió respuesta a su solicitud
20340;2;No recibió respuesta a su solicitud
20341;2;No recibió respuesta a su solicitud
20342;2;No recibió respuesta a su solicitud
20343;2;No recibió respuesta a su solicitud
20344;4;Otras
20344;6;Debido funcionamiento del órgano/servicio
20345;6;Debido funcionamiento del órgano/servicio
20345;1;Respuesta negativa a la solicitud de información
20346;4;Otras
20346;12;Otras
20347;12;Otras
20347;4;Otras
20348;1;Respuesta negativa a la solicitud de información
20348;9;La información no existe
20349;3;La información entregada no corresponde a la solicitada
20350;1;Respuesta negativa a la solicitud de información
20350;5;Seguridad nacional
20351;2;No recibió respuesta a su solicitud
20352;2;No recibió respuesta a su solicitud
20353;2;No recibió respuesta a su solicitud
20354;2;No recibió respuesta a su solicitud
20355;3;La información entregada no corresponde a la solicitada
20355;4;Otras
20355;12;Otras
20356;12;Otras
20356;4;Otras
20357;4;Otras
20357;12;Otras
20357;5;Seguridad nacional
20357;1;Respuesta negativa a la solicitud de información
20358;12;Otras
20358;4;Otras
20359;4;Otras
20359;12;Otras
20360;12;Otras
20360;4;Otras
20361;1;Respuesta negativa a la solicitud de información
20361;2;No recibió respuesta a su solicitud
20361;8;No se encuentra la información
20362;4;Otras
20362;12;Otras
20363;3;La información entregada no corresponde a la solicitada
20364;12;Otras
20364;4;Otras
20365;5;Seguridad nacional
20365;7;Interés nacional
20365;1;Respuesta negativa a la solicitud de información
20365;8;No se encuentra la información
20366;4;Otras
20366;12;Otras
20367;12;Otras
20367;4;Otras
20368;12;Otras
20368;1;Respuesta negativa a la solicitud de información
20368;3;La información entregada no corresponde a la solicitada
20369;12;Otras
20369;4;Otras
20370;3;La información entregada no corresponde a la solicitada
20371;4;Otras
20371;12;Otras
20372;12;Otras
20372;3;La información entregada no corresponde a la solicitada
20372;1;Respuesta negativa a la solicitud de información
20373;3;La información entregada no corresponde a la solicitada
20373;12;Otras
20374;12;Otras
20374;4;Otras
20375;4;Otras
20375;12;Otras
20376;12;Otras
20376;4;Otras
20377;3;La información entregada no corresponde a la solicitada
20378;3;La información entregada no corresponde a la solicitada
20378;1;Respuesta negativa a la solicitud de información
20378;10;La información solicitada está en posesión de otro órgano o servicio
20379;2;No recibió respuesta a su solicitud
20380;1;Respuesta negativa a la solicitud de información
20381;4;Otras
20381;12;Otras
20382;12;Otras
20382;4;Otras
20383;4;Otras
20383;1;Respuesta negativa a la solicitud de información
20384;1;Respuesta negativa a la solicitud de información
20384;11;Oposición de un tercero
20385;4;Otras
20385;12;Otras
20386;12;Otras
20386;4;Otras
20387;4;Otras
20387;12;Otras
20388;12;Otras
20388;4;Otras
20389;4;Otras
20389;12;Otras
20390;12;Otras
20390;4;Otras
20391;4;Otras
20391;12;Otras
20392;12;Otras
20392;4;Otras
20393;2;No recibió respuesta a su solicitud
20394;17;Otros
20394;15;La información es incompleta
20395;1;Respuesta negativa a la solicitud de información
20396;1;Respuesta negativa a la solicitud de información
20396;12;Otras
20397;12;Otras
20397;4;Otras
20398;6;Debido funcionamiento del órgano/servicio
20398;1;Respuesta negativa a la solicitud de información
20399;4;Otras
20399;12;Otras
20400;12;Otras
20400;4;Otras
20401;4;Otras
20401;12;Otras
20402;12;Otras
20402;4;Otras
20403;4;Otras
20403;12;Otras
20404;12;Otras
20404;4;Otras
20405;4;Otras
20405;12;Otras
20406;12;Otras
20406;4;Otras
20407;4;Otras
20407;12;Otras
20408;19;Facultades, funciones y atribuciones de unidades internas
20408;23;Actos y resoluciones con efectos sobre terceros
20408;22;Marco normativo aplicable
20408;17;Otros
20409;23;Actos y resoluciones con efectos sobre terceros
20409;14;El acceso a la información no es expedito
20410;12;Otras
20410;1;Respuesta negativa a la solicitud de información
20411;1;Respuesta negativa a la solicitud de información
20411;6;Debido funcionamiento del órgano/servicio
20412;2;No recibió respuesta a su solicitud
20413;2;No recibió respuesta a su solicitud
20414;2;No recibió respuesta a su solicitud
20415;2;No recibió respuesta a su solicitud
20416;2;No recibió respuesta a su solicitud
20418;1;Respuesta negativa a la solicitud de información
20419;2;No recibió respuesta a su solicitud
20420;2;No recibió respuesta a su solicitud
20421;2;No recibió respuesta a su solicitud
20422;3;La información entregada no corresponde a la solicitada
20423;3;La información entregada no corresponde a la solicitada
20424;3;La información entregada no corresponde a la solicitada
20425;3;La información entregada no corresponde a la solicitada
20425;8;No se encuentra la información
20426;12;Otras
20426;4;Otras
20427;4;Otras
20427;12;Otras
20428;12;Otras
20428;4;Otras
20429;4;Otras
20429;12;Otras
20430;12;Otras
20430;4;Otras
20431;4;Otras
20431;12;Otras
20432;4;Otras
20433;2;No recibió respuesta a su solicitud
20434;2;No recibió respuesta a su solicitud
20435;1;Respuesta negativa a la solicitud de información
20435;12;Otras
20436;2;No recibió respuesta a su solicitud
20437;12;Otras
20437;4;Otras
20438;4;Otras
20438;12;Otras
20439;4;Otras
20439;2;No recibió respuesta a su solicitud
20440;17;Otros
20440;30;Otros
20441;6;Debido funcionamiento del órgano/servicio
20441;1;Respuesta negativa a la solicitud de información
20442;2;No recibió respuesta a su solicitud
20443;4;Otras
20443;12;Otras
20444;12;Otras
20444;3;La información entregada no corresponde a la solicitada
20445;2;No recibió respuesta a su solicitud
20446;1;Respuesta negativa a la solicitud de información
20447;2;No recibió respuesta a su solicitud
20448;2;No recibió respuesta a su solicitud
20449;12;Otras
20449;4;Otras
20450;4;Otras
20450;12;Otras
20451;3;La información entregada no corresponde a la solicitada
20452;1;Respuesta negativa a la solicitud de información
20452;9;La información no existe
20453;3;La información entregada no corresponde a la solicitada
20454;12;Otras
20454;4;Otras
20455;4;Otras
20455;12;Otras
20456;12;Otras
20456;4;Otras
20457;4;Otras
20457;12;Otras
20458;12;Otras
20458;4;Otras
20459;1;Respuesta negativa a la solicitud de información
20459;8;No se encuentra la información
20460;1;Respuesta negativa a la solicitud de información
20460;6;Debido funcionamiento del órgano/servicio
20461;6;Debido funcionamiento del órgano/servicio
20461;1;Respuesta negativa a la solicitud de información
20462;1;Respuesta negativa a la solicitud de información
20462;6;Debido funcionamiento del órgano/servicio
20463;12;Otras
20463;3;La información entregada no corresponde a la solicitada
20464;1;Respuesta negativa a la solicitud de información
20464;6;Debido funcionamiento del órgano/servicio
20465;1;Respuesta negativa a la solicitud de información
20466;4;Otras
20467;6;Debido funcionamiento del órgano/servicio
20467;1;Respuesta negativa a la solicitud de información
20468;1;Respuesta negativa a la solicitud de información
20468;6;Debido funcionamiento del órgano/servicio
20469;4;Otras
20469;12;Otras
20469;1;Respuesta negativa a la solicitud de información
20469;3;La información entregada no corresponde a la solicitada
20469;9;La información no existe
20469;11;Oposición de un tercero
20470;1;Respuesta negativa a la solicitud de información
20470;6;Debido funcionamiento del órgano/servicio
20471;6;Debido funcionamiento del órgano/servicio
20471;1;Respuesta negativa a la solicitud de información
20472;1;Respuesta negativa a la solicitud de información
20472;6;Debido funcionamiento del órgano/servicio
20473;12;Otras
20473;1;Respuesta negativa a la solicitud de información
20474;1;Respuesta negativa a la solicitud de información
20474;6;Debido funcionamiento del órgano/servicio
20475;6;Debido funcionamiento del órgano/servicio
20475;1;Respuesta negativa a la solicitud de información
20476;19;Facultades, funciones y atribuciones de unidades internas
20476;15;La información es incompleta
20477;1;Respuesta negativa a la solicitud de información
20478;17;Otros
20478;30;Otros
20479;21;Personal y sus remuneraciones
20479;17;Otros
20480;10;La información solicitada está en posesión de otro órgano o servicio
20480;1;Respuesta negativa a la solicitud de información
20480;3;La información entregada no corresponde a la solicitada
20480;12;Otras
20480;4;Otras
20481;21;Personal y sus remuneraciones
20481;19;Facultades, funciones y atribuciones de unidades internas
20481;23;Actos y resoluciones con efectos sobre terceros
20481;17;Otros
20482;3;La información entregada no corresponde a la solicitada
20482;1;Respuesta negativa a la solicitud de información
20482;6;Debido funcionamiento del órgano/servicio
20483;6;Debido funcionamiento del órgano/servicio
20483;1;Respuesta negativa a la solicitud de información
20483;3;La información entregada no corresponde a la solicitada
20484;1;Respuesta negativa a la solicitud de información
20484;11;Oposición de un tercero
20485;1;Respuesta negativa a la solicitud de información
20485;12;Otras
20486;12;Otras
20486;2;No recibió respuesta a su solicitud
20487;4;Otras
20488;4;Otras
20488;12;Otras
20489;12;Otras
20489;4;Otras
20490;4;Otras
20490;12;Otras
20491;2;No recibió respuesta a su solicitud
20492;1;Respuesta negativa a la solicitud de información
20492;12;Otras
20493;12;Otras
20493;4;Otras
20494;4;Otras
20494;10;La información solicitada está en posesión de otro órgano o servicio
20495;3;La información entregada no corresponde a la solicitada
20495;12;Otras
20496;2;No recibió respuesta a su solicitud
20497;1;Respuesta negativa a la solicitud de información
20498;3;La información entregada no corresponde a la solicitada
20499;3;La información entregada no corresponde a la solicitada
20499;12;Otras
20500;12;Otras
20500;4;Otras
20501;30;Otros
20501;15;La información es incompleta
20501;16;La información está desactualizada
20501;17;Otros
20502;1;Respuesta negativa a la solicitud de información
20503;2;No recibió respuesta a su solicitud
20504;4;Otras
20504;12;Otras
20505;2;No recibió respuesta a su solicitud
20506;1;Respuesta negativa a la solicitud de información
20506;12;Otras
20506;4;Otras
20507;1;Respuesta negativa a la solicitud de información
20507;8;No se encuentra la información
20508;2;No recibió respuesta a su solicitud
20509;3;La información entregada no corresponde a la solicitada
20509;12;Otras
20510;19;Facultades, funciones y atribuciones de unidades internas
20510;21;Personal y sus remuneraciones
20510;18;Organigrama
20510;20;Entidades en que el organismo tiene participación, representación e intervención
20510;30;Otros
20510;13;La información no está disponible en forma permanente
20510;16;La información está desactualizada
20510;14;El acceso a la información no es expedito
20510;15;La información es incompleta
20510;23;Actos y resoluciones con efectos sobre terceros
20510;26;Contrataciones
20510;28;Presupuesto asignado y su ejecución
20510;24;Actos y documentos publicados en el Diario Oficial
20511;12;Otras
20511;3;La información entregada no corresponde a la solicitada
20512;12;Otras
20512;4;Otras
20513;1;Respuesta negativa a la solicitud de información
20514;4;Otras
20514;12;Otras
20515;12;Otras
20515;4;Otras
20516;3;La información entregada no corresponde a la solicitada
20517;17;Otros
20517;30;Otros
20518;4;Otras
20518;12;Otras
20519;12;Otras
20519;4;Otras
20520;4;Otras
20520;12;Otras
20521;12;Otras
20521;4;Otras
20522;4;Otras
20522;12;Otras
20523;4;Otras
20523;1;Respuesta negativa a la solicitud de información
20524;2;No recibió respuesta a su solicitud
20525;1;Respuesta negativa a la solicitud de información
20525;4;Otras
20525;6;Debido funcionamiento del órgano/servicio
20526;2;No recibió respuesta a su solicitud
20527;4;Otras
20527;12;Otras
20528;12;Otras
20528;4;Otras
20529;4;Otras
20529;12;Otras
20530;4;Otras
20530;1;Respuesta negativa a la solicitud de información
20530;10;La información solicitada está en posesión de otro órgano o servicio
20531;4;Otras
20531;12;Otras
20532;12;Otras
20532;3;La información entregada no corresponde a la solicitada
20533;12;Otras
20533;4;Otras
20534;2;No recibió respuesta a su solicitud
20535;4;Otras
20535;12;Otras
20536;12;Otras
20536;4;Otras
20537;4;Otras
20537;3;La información entregada no corresponde a la solicitada
20537;10;La información solicitada está en posesión de otro órgano o servicio
20537;9;La información no existe
20538;4;Otras
20538;12;Otras
20539;12;Otras
20539;4;Otras
20539;1;Respuesta negativa a la solicitud de información
20540;2;No recibió respuesta a su solicitud
20540;12;Otras
20541;2;No recibió respuesta a su solicitud
20542;3;La información entregada no corresponde a la solicitada
20542;12;Otras
20543;27;Transferencias de fondos públicos
20543;14;El acceso a la información no es expedito
20544;14;El acceso a la información no es expedito
20544;27;Transferencias de fondos públicos
20545;27;Transferencias de fondos públicos
20545;14;El acceso a la información no es expedito
20546;14;El acceso a la información no es expedito
20546;27;Transferencias de fondos públicos
20548;4;Otras
20549;4;Otras
20549;9;La información no existe
20549;8;No se encuentra la información
20550;4;Otras
20550;12;Otras
20551;11;Oposición de un tercero
20551;3;La información entregada no corresponde a la solicitada
20552;1;Respuesta negativa a la solicitud de información
20553;4;Otras
20553;26;Contrataciones
20553;16;La información está desactualizada
20553;15;La información es incompleta
20554;2;No recibió respuesta a su solicitud
20555;1;Respuesta negativa a la solicitud de información
20555;12;Otras
20556;6;Debido funcionamiento del órgano/servicio
20556;3;La información entregada no corresponde a la solicitada
20557;1;Respuesta negativa a la solicitud de información
20557;12;Otras
20558;20;Entidades en que el organismo tiene participación, representación e intervención
20558;21;Personal y sus remuneraciones
20558;19;Facultades, funciones y atribuciones de unidades internas
20558;15;La información es incompleta
20558;16;La información está desactualizada
20559;2;No recibió respuesta a su solicitud
20560;2;No recibió respuesta a su solicitud
20561;2;No recibió respuesta a su solicitud
20562;1;Respuesta negativa a la solicitud de información
20562;9;La información no existe
20563;3;La información entregada no corresponde a la solicitada
20563;12;Otras
20564;30;Otros
20564;13;La información no está disponible en forma permanente
20564;16;La información está desactualizada
20565;12;Otras
20565;1;Respuesta negativa a la solicitud de información
20566;3;La información entregada no corresponde a la solicitada
20566;12;Otras
20566;4;Otras
20567;30;Otros
20567;2;No recibió respuesta a su solicitud
20567;17;Otros
20568;9;La información no existe
20568;1;Respuesta negativa a la solicitud de información
20569;4;Otras
20569;12;Otras
20570;2;No recibió respuesta a su solicitud
20571;2;No recibió respuesta a su solicitud
20572;3;La información entregada no corresponde a la solicitada
20573;3;La información entregada no corresponde a la solicitada
20574;1;Respuesta negativa a la solicitud de información
20574;6;Debido funcionamiento del órgano/servicio
20575;12;Otras
20575;1;Respuesta negativa a la solicitud de información
20576;2;No recibió respuesta a su solicitud
20576;4;Otras
20577;4;Otras
20577;12;Otras
20578;12;Otras
20578;4;Otras
20579;23;Actos y resoluciones con efectos sobre terceros
20579;17;Otros
20580;1;Respuesta negativa a la solicitud de información
20580;6;Debido funcionamiento del órgano/servicio
20581;3;La información entregada no corresponde a la solicitada
20582;3;La información entregada no corresponde a la solicitada
20583;3;La información entregada no corresponde a la solicitada
20584;1;Respuesta negativa a la solicitud de información
20584;12;Otras
20585;4;Otras
20585;9;La información no existe
20586;3;La información entregada no corresponde a la solicitada
20586;12;Otras
20587;2;No recibió respuesta a su solicitud
20588;2;No recibió respuesta a su solicitud
20589;1;Respuesta negativa a la solicitud de información
20589;11;Oposición de un tercero
20589;10;La información solicitada está en posesión de otro órgano o servicio
20590;23;Actos y resoluciones con efectos sobre terceros
20590;15;La información es incompleta
20591;2;No recibió respuesta a su solicitud
20592;2;No recibió respuesta a su solicitud
20593;1;Respuesta negativa a la solicitud de información
20593;4;Otras
20594;2;No recibió respuesta a su solicitud
20595;3;La información entregada no corresponde a la solicitada
20595;12;Otras
20596;4;Otras
20596;3;La información entregada no corresponde a la solicitada
20597;3;La información entregada no corresponde a la solicitada
20597;4;Otras
20598;12;Otras
20598;6;Debido funcionamiento del órgano/servicio
20598;1;Respuesta negativa a la solicitud de información
20599;4;Otras
20600;2;No recibió respuesta a su solicitud
20601;2;No recibió respuesta a su solicitud
20602;2;No recibió respuesta a su solicitud
20603;4;Otras
20604;1;Respuesta negativa a la solicitud de información
20604;11;Oposición de un tercero
20605;3;La información entregada no corresponde a la solicitada
20607;2;No recibió respuesta a su solicitud
20608;1;Respuesta negativa a la solicitud de información
20608;9;La información no existe
20609;1;Respuesta negativa a la solicitud de información
20609;4;Otras
20609;12;Otras
20610;12;Otras
20610;3;La información entregada no corresponde a la solicitada
20611;2;No recibió respuesta a su solicitud
20612;2;No recibió respuesta a su solicitud
20613;3;La información entregada no corresponde a la solicitada
20613;4;Otras
20614;3;La información entregada no corresponde a la solicitada
20614;9;La información no existe
20614;8;No se encuentra la información
20614;10;La información solicitada está en posesión de otro órgano o servicio
20615;15;La información es incompleta
20616;2;No recibió respuesta a su solicitud
20617;15;La información es incompleta
20617;16;La información está desactualizada
20617;23;Actos y resoluciones con efectos sobre terceros
20617;25;Mecanismos de participación ciudadana
20617;21;Personal y sus remuneraciones
20618;3;La información entregada no corresponde a la solicitada
20619;3;La información entregada no corresponde a la solicitada
20619;12;Otras
20620;4;Otras
20620;6;Debido funcionamiento del órgano/servicio
20620;5;Seguridad nacional
20621;2;No recibió respuesta a su solicitud
20622;1;Respuesta negativa a la solicitud de información
20622;6;Debido funcionamiento del órgano/servicio
20623;2;No recibió respuesta a su solicitud
20624;17;Otros
20624;23;Actos y resoluciones con efectos sobre terceros
20625;4;Otras
20625;12;Otras
20625;3;La información entregada no corresponde a la solicitada
20626;2;No recibió respuesta a su solicitud
20627;2;No recibió respuesta a su solicitud
20628;2;No recibió respuesta a su solicitud
20629;1;Respuesta negativa a la solicitud de información
20630;4;Otras
20631;12;Otras
20631;1;Respuesta negativa a la solicitud de información
20632;1;Respuesta negativa a la solicitud de información
20632;3;La información entregada no corresponde a la solicitada
20632;12;Otras
20632;4;Otras
20633;3;La información entregada no corresponde a la solicitada
20634;1;Respuesta negativa a la solicitud de información
20634;6;Debido funcionamiento del órgano/servicio
20635;4;Otras
20635;9;La información no existe
20636;3;La información entregada no corresponde a la solicitada
20636;12;Otras
20637;4;Otras
20637;3;La información entregada no corresponde a la solicitada
20638;4;Otras
20638;12;Otras
20639;26;Contrataciones
20639;27;Transferencias de fondos públicos
20639;28;Presupuesto asignado y su ejecución
20639;29;Programas de subsidios y otros beneficios (diseño, montos, criterios de acceso, beneficiarios)
20639;17;Otros
20640;2;No recibió respuesta a su solicitud
20641;2;No recibió respuesta a su solicitud
20642;2;No recibió respuesta a su solicitud
20643;2;No recibió respuesta a su solicitud
20644;2;No recibió respuesta a su solicitud
20645;2;No recibió respuesta a su solicitud
20646;3;La información entregada no corresponde a la solicitada
20646;12;Otras
20647;12;Otras
20647;4;Otras
20648;4;Otras
20648;12;Otras
20649;19;Facultades, funciones y atribuciones de unidades internas
20649;13;La información no está disponible en forma permanente
20650;4;Otras
20651;3;La información entregada no corresponde a la solicitada
20652;3;La información entregada no corresponde a la solicitada
20653;1;Respuesta negativa a la solicitud de información
20653;12;Otras
20654;4;Otras
20654;1;Respuesta negativa a la solicitud de información
20654;8;No se encuentra la información
20655;1;Respuesta negativa a la solicitud de información
20655;4;Otras
20656;12;Otras
20656;1;Respuesta negativa a la solicitud de información
20656;8;No se encuentra la información
20657;1;Respuesta negativa a la solicitud de información
20657;7;Interés nacional
20658;2;No recibió respuesta a su solicitud
20659;12;Otras
20659;4;Otras
20660;2;No recibió respuesta a su solicitud
20661;2;No recibió respuesta a su solicitud
20662;1;Respuesta negativa a la solicitud de información
20662;6;Debido funcionamiento del órgano/servicio
20663;12;Otras
20663;1;Respuesta negativa a la solicitud de información
20664;21;Personal y sus remuneraciones
20664;16;La información está desactualizada
20665;12;Otras
20665;4;Otras
20666;2;No recibió respuesta a su solicitud
20667;3;La información entregada no corresponde a la solicitada
20667;8;No se encuentra la información
20667;4;Otras
20668;10;La información solicitada está en posesión de otro órgano o servicio
20668;1;Respuesta negativa a la solicitud de información
20669;4;Otras
20669;12;Otras
20670;2;No recibió respuesta a su solicitud
20671;3;La información entregada no corresponde a la solicitada
20672;3;La información entregada no corresponde a la solicitada
20673;12;Otras
20673;4;Otras
20674;2;No recibió respuesta a su solicitud
20675;2;No recibió respuesta a su solicitud
20676;2;No recibió respuesta a su solicitud
20677;4;Otras
20677;12;Otras
20678;5;Seguridad nacional
20678;1;Respuesta negativa a la solicitud de información
20679;1;Respuesta negativa a la solicitud de información
20679;6;Debido funcionamiento del órgano/servicio
20680;2;No recibió respuesta a su solicitud
20681;2;No recibió respuesta a su solicitud
20682;1;Respuesta negativa a la solicitud de información
20682;12;Otras
20683;2;No recibió respuesta a su solicitud
20684;3;La información entregada no corresponde a la solicitada
20685;2;No recibió respuesta a su solicitud
20686;2;No recibió respuesta a su solicitud
20687;2;No recibió respuesta a su solicitud
20688;2;No recibió respuesta a su solicitud
20689;2;No recibió respuesta a su solicitud
20690;2;No recibió respuesta a su solicitud
20691;2;No recibió respuesta a su solicitud
20692;1;Respuesta negativa a la solicitud de información
20693;2;No recibió respuesta a su solicitud
20694;2;No recibió respuesta a su solicitud
20695;2;No recibió respuesta a su solicitud
20696;2;No recibió respuesta a su solicitud
20697;2;No recibió respuesta a su solicitud
20698;2;No recibió respuesta a su solicitud
20699;1;Respuesta negativa a la solicitud de información
20699;12;Otras
20700;12;Otras
20700;4;Otras
20701;1;Respuesta negativa a la solicitud de información
20702;1;Respuesta negativa a la solicitud de información
20702;12;Otras
20703;12;Otras
20703;1;Respuesta negativa a la solicitud de información
20704;1;Respuesta negativa a la solicitud de información
20704;3;La información entregada no corresponde a la solicitada
20704;10;La información solicitada está en posesión de otro órgano o servicio
20704;5;Seguridad nacional
20704;7;Interés nacional
20705;12;Otras
20705;1;Respuesta negativa a la solicitud de información
20706;3;La información entregada no corresponde a la solicitada
20707;2;No recibió respuesta a su solicitud
20708;3;La información entregada no corresponde a la solicitada
20709;4;Otras
20710;4;Otras
20710;12;Otras
20711;6;Debido funcionamiento del órgano/servicio
20711;1;Respuesta negativa a la solicitud de información
20712;12;Otras
20712;4;Otras
20713;12;Otras
20713;2;No recibió respuesta a su solicitud
20714;3;La información entregada no corresponde a la solicitada
20714;12;Otras
20715;3;La información entregada no corresponde a la solicitada
20716;2;No recibió respuesta a su solicitud
20717;3;La información entregada no corresponde a la solicitada
20718;9;La información no existe
20718;4;Otras
20719;4;Otras
20719;12;Otras
20720;12;Otras
20720;1;Respuesta negativa a la solicitud de información
20721;10;La información solicitada está en posesión de otro órgano o servicio
20721;4;Otras
20722;2;No recibió respuesta a su solicitud
20723;1;Respuesta negativa a la solicitud de información
20724;2;No recibió respuesta a su solicitud
20725;1;Respuesta negativa a la solicitud de información
20726;4;Otras
20726;12;Otras
20727;12;Otras
20727;6;Debido funcionamiento del órgano/servicio
20727;1;Respuesta negativa a la solicitud de información
20728;1;Respuesta negativa a la solicitud de información
20728;8;No se encuentra la información
20728;4;Otras
20729;12;Otras
20729;1;Respuesta negativa a la solicitud de información
20730;1;Respuesta negativa a la solicitud de información
20730;12;Otras
20731;12;Otras
20731;4;Otras
20732;3;La información entregada no corresponde a la solicitada
20733;2;No recibió respuesta a su solicitud
20734;3;La información entregada no corresponde a la solicitada
20734;8;No se encuentra la información
20734;10;La información solicitada está en posesión de otro órgano o servicio
20735;1;Respuesta negativa a la solicitud de información
20735;12;Otras
20736;1;Respuesta negativa a la solicitud de información
20737;2;No recibió respuesta a su solicitud
20738;3;La información entregada no corresponde a la solicitada
20739;15;La información es incompleta
20739;35;Información financiera del partido. Ingresos y gastos de funcionamiento del partido
20740;12;Otras
20740;3;La información entregada no corresponde a la solicitada
20741;4;Otras
20742;2;No recibió respuesta a su solicitud
20743;1;Respuesta negativa a la solicitud de información
20743;12;Otras
20744;3;La información entregada no corresponde a la solicitada
20745;13;La información no está disponible en forma permanente
20745;23;Actos y resoluciones con efectos sobre terceros
20746;2;No recibió respuesta a su solicitud
20747;3;La información entregada no corresponde a la solicitada
20747;12;Otras
20747;4;Otras
20748;1;Respuesta negativa a la solicitud de información
20748;11;Oposición de un tercero
20749;1;Respuesta negativa a la solicitud de información
20749;12;Otras
20750;2;No recibió respuesta a su solicitud
20751;17;Otros
20751;30;Otros
20751;26;Contrataciones
20751;14;El acceso a la información no es expedito
20752;3;La información entregada no corresponde a la solicitada
20753;4;Otras
20753;12;Otras
20754;2;No recibió respuesta a su solicitud
