Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Materia;Nombre del Órgano;Tipo de Acto;Denominación del Acto;Número del Acto;Fecha del Acto;Breve descripción del objeto del Acto;Vínculo al texto íntegro
PP022;Partido Radical de Chile;2017;Jul - Sep;II;Consejo Regional Maule;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Jul - Sep;III;Consejo Regional Maule;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Jul - Sep;I;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Jul - Sep;II;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Jul - Sep;III;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Jul - Sep;I;Consejo Regional Araucanía;Acuerdo;Acuerdo Electoral;S/N;24-07-2017;Se acuerda seguir buscando candidatos a CORE y Parl.;https://es.scribd.com/document/361752870/Acta-Julio-2017-Pr-Araucania-2017-Web
PP022;Partido Radical de Chile;2017;Jul - Sep;II;Consejo Regional Araucanía;Sin Acuerdo;Sin Sesión;No Aplica;No Aplica;Sesión suspendida por falta de Quorum;https://es.scribd.com/document/361752869/Acta-Agosto-2017-Pr-Araucania-2017-Web
PP022;Partido Radical de Chile;2017;Jul - Sep;III;Consejo Regional Araucanía;Acuerdo;Acuerdo Electoral;S/N;30-09-2017;Se acuerda el máximo esfuerzo electoral;https://es.scribd.com/document/361752871/Acta-Septiembre-2017-Pr-Araucania-2017-Web
PP022;Partido Radical de Chile;2017;Jul - Sep;I;Consejo Regional Los Ríos;Acuerdo;Acuerdo Electoral;4;23-07-2017;Se acuerda priorización parlamentaria y CORE;https://es.scribd.com/document/361753544/Acta-Julio-2017-PR-Los-Rios-WEB
PP022;Partido Radical de Chile;2017;Jul - Sep;II;Consejo Regional Los Ríos;Sin Acuerdo;Reunión Suspendida;No Aplica;No Aplica;Reunión suspendida por falta de Quorum;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Jul - Sep;III;Consejo Regional Los Ríos;Sin Acuerdo;Reunión Suspendida;No Aplica;No Aplica;Reunión suspendida por falta de Quorum;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Jul - Sep;I;Consejo Regional Los Lagos;Acuerdo;Acuerdo Electoral;S/N;01-07-2017;Se acuerda priorización parlamentaria y CORE;https://es.scribd.com/document/361753040/Acta-Julio-2017-Pr-Los-Lagos-Web
PP022;Partido Radical de Chile;2017;Jul - Sep;II;Consejo Regional Los Lagos;Acuerdo;Acuerdo Electoral y admin.;S/N;02-08-2017;Se acuerda apoyar candidatos y ver representatividad reg.;https://es.scribd.com/document/361753041/Acta-Agosto-2017-Pr-Los-Lagos-Web
PP022;Partido Radical de Chile;2017;Jul - Sep;III;Consejo Regional Los Lagos;Acuerdo;Acuerdo Administrativo;S/N;02-09-2017;Se acuerda designación de vocales plebiscito;https://es.scribd.com/document/361753039/Acta-Septiembre-2017-Pr-Los-Lagos-Web
PP022;Partido Radical de Chile;2017;Jul - Sep;I;Consejo Regional Aysén;Acuerdo;Acuerdo Electoral;9;01-07-2017;Se acuerda priorización parlamentaria y CORE;https://es.scribd.com/document/361753224/Acta-Julio-2017-Pr-Aysen
PP022;Partido Radical de Chile;2017;Jul - Sep;II;Consejo Regional Aysén;Acuerdo;Acuerdo Político;10;16-08-2017;Se acuerda equipo de Comando x Guillier y proclamación;https://es.scribd.com/document/361753218/Acta-Agosto-2017-Pr-Aysen
PP022;Partido Radical de Chile;2017;Jul - Sep;III;Consejo Regional Aysén;Acuerdo;Acuerdo Electoral;12;08-09-2017;Se acuerdan actividades de campaña;https://es.scribd.com/document/361753220/Acta-Septiembre-2017-Pr-Aysen
PP022;Partido Radical de Chile;2017;Jul - Sep;I;Consejo Regional Magallanes;Acuerdo;Acuerdo Político y Electoral;6;06-07-2017;Se acuerda voto político y apoyo electoral;https://es.scribd.com/document/361753346/Acta-Julio-2017-Pr-Magallanes-Web
PP022;Partido Radical de Chile;2017;Jul - Sep;II;Consejo Regional Magallanes;Acuerdo;Acuerdo Administrativo;8;07-09-2017;Se acuerda reemplazo de consejero renunciado;https://es.scribd.com/document/361753347/Acta-Agosto-2017-Pr-Magallanes-Web
PP022;Partido Radical de Chile;2017;Jul - Sep;III;Consejo Regional Magallanes;Sin Acuerdo;Sin Acuerdo formal;9;26-09-2017;Reunión informativa y de debate. Sin acuerdo formal;https://es.scribd.com/document/361753348/Acta-Septiembre-2017-Pr-Magallanes-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo General;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Sin sesión durante el trimestre;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Arica y Parinacota;Acuerdo;Acuerdo Administrativo;9;07-10-2017;Se acuerda mantención de inicios de sesión;https://es.scribd.com/document/369544746/Acta-Octubre-2017-Pr-Arica-y-Parinacota-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Arica y Parinacota;Acuerdo;Acuerdo Electoral y Social;10;16-12-2017;Se acuerda apoyo en apoderados y actividad;https://es.scribd.com/document/369544745/Acta-Noviembre-2017-Pr-Arica-y-Parinacota-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Arica y Parinacota;Acuerdo;Acuerdo Organizacional;11;04-01-2018;Se acuerda citar a Ampliado Regional;https://es.scribd.com/document/369544744/Acta-Diciembre-2017-Pr-Arica-y-Parinacota-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Tarapacá;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Tarapacá;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Tarapacá;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Antofagasta;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Antofagasta;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Antofagasta;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Atacama;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Atacama;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Atacama;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Coquimbo;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Reunión Suspendida por proceso eleccionario;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Coquimbo;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Reunión Suspendida por proceso eleccionario;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Coquimbo;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Reunión Suspendida por celebraciones de fin de año;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Valparaíso;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Valparaíso;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Valparaíso;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Metropolitana Stgo.;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Metropolitana Stgo.;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Metropolitana Stgo.;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional O'Higgins;Sin Acuerdo;Sin Acuerdo;35;31-10-2017;Reunión informativa;https://es.scribd.com/document/369544506/Acta-Octubre-2017-Pr-o-Higgins-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional O'Higgins;Acuerdo;Acuerdo Organizacional;36;25-11-2017;Se acuerda ampliado regional y apoderados;https://es.scribd.com/document/369544505/Acta-Noviembre-2017-Pr-o-Higgins-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional O'Higgins;Acuerdo;Acuerdo Organizacional;37;29-12-2017;Se acuerda realizar el 2018 Ampliado Regional;https://es.scribd.com/document/372536630/Acta-Diciembre-2017-Pr-o-Higgins-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Maule;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Maule;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Maule;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Araucanía;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Araucanía;Acuerdo;Acuerdo Electoral;S/N;25-11-2017;Se acuerda apoyo en apoderados y actividad;https://es.scribd.com/document/369544626/Acta-Noviembre-2017-Pr-Araucania-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Araucanía;Sin Acuerdo;Sin Acuerdo;No Aplica;30-12-2017;Reunión Suspendida por falta de Quorum;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Los Ríos;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Los Ríos;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Los Ríos;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Los Lagos;Acuerdo;Acuerdo Electoral;S/N;20-10-2017;Acuerdo de apoyo a candidaturas;https://es.scribd.com/document/369544662/Acta-Octubre-2017-Pr-Los-Lagos-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Los Lagos;Acuerdo;Acuerdo Electoral;S/N;25-11-2017;Acuerdo de apoyo presidencial;https://es.scribd.com/document/369544661/Acta-Noviembre-2017-Pr-Los-Lagos-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Los Lagos;Acuerdo;Acuerdo Organizacional;S/N;29-12-2017;Se acuerda próximo ampliado;https://es.scribd.com/document/369544660/Acta-Diciembre-2017-Pr-Los-Lagos-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Aysén;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Aysén;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Aysén;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;I;Consejo Regional Magallanes;Sin Acuerdo;Sin Acuerdo;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;https://http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2017;Oct - Dic;II;Consejo Regional Magallanes;Acuerdo;Acuerdo Organizacional;10;08-12-2017;Se acuerda próxima citación;https://es.scribd.com/document/369544703/Acta-Noviembre-2017-Pr-Magallanes-Web
PP022;Partido Radical de Chile;2017;Oct - Dic;III;Consejo Regional Magallanes;Acuerdo;Acuerdo Organizacional;11;04-01-2018;Se acuerda próximas citaciones;https://es.scribd.com/document/369544704/Acta-Diciembre-2017-Pr-Magallanes-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo General;Acuerdo;Acuerdo;S/N;14-04-2018;Acuerdo en varias materias administrativas;https://es.scribd.com/document/386446222/Acta-Consejo-General-20180417
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Arica y Parinacota;Acuerdo;Acuerdo Organizacional;4;05-05-2018;Se acuerda cronograma de actividades;https://es.scribd.com/document/386445247/Acta-Pr-Arica-y-Parinacota-Abril-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Arica y Parinacota;Acuerdo;Acuerdo Administrativo;5;05-06-2018;Se acuerda uso de la sede;https://es.scribd.com/document/386445246/Acta-Pr-Arica-y-Parinacota-Mayo-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Arica y Parinacota;Acuerdo;Acuerdo Organizacional;6;09-07-2018;Se acuerda reemplazo en cargo;https://es.scribd.com/document/386445245/Acta-Pr-Arica-y-Parinacota-Junio-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Tarapacá;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Tarapacá;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Tarapacá;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Antofagasta;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Antofagasta;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Antofagasta;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Atacama;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Atacama;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Atacama;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Coquimbo;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Coquimbo;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Coquimbo;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Valparaíso;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Valparaíso;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Valparaíso;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Metropolitana Stgo.;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Metropolitana Stgo.;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Metropolitana Stgo.;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional O'Higgins;Sin Acuerdo;Sin Acuerdo;41;27-04-2018;Sin Acuerdo formal por ser reunión informativa;https://es.scribd.com/document/386444805/Acta-Pr-Ohiggns-Abril-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional O'Higgins;Acuerdo;Acuerdo Administrativo;42;25-05-2018;Se acuerdan nombres para TD, JER y próxima reunión;https://es.scribd.com/document/386444804/Acta-Pr-Ohiggns-Mayo-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional O'Higgins;Sin Acuerdo;Sin Acuerdo;43;30-06-2018;Sin Acuerdo formal por ser reunión informativa;https://es.scribd.com/document/386444806/Acta-Pr-Ohiggns-Junio-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Maule;Sin Acuerdo;No Aplica;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Maule;No Aplica;No Aplica;No Aplica;No Aplica;Acta con Observación;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Maule;Sin Acuerdo;No Aplica;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional BioBío;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Araucanía;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Araucanía;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Araucanía;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Los Ríos;Sin Acuerdo;No Aplica;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Los Ríos;Sin Acuerdo;No Aplica;No Aplica;No Aplica;Reunión Suspendida por falta de Quorum;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Los Ríos;Acuerdo;Acuerdo Administrativo;2;17-06-2018;Se acuerdan nombres para JER;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Los Lagos;Acuerdo;Acuerdo Organizacional;S/N;21-04-2018;Se acuerda apoyo en elecciones y próxima reunión;https://es.scribd.com/document/386444995/Acta-Pr-Los-Lagos-Abril-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Los Lagos;Acuerdo;Acuerdo Organizacional;S/N;26-05-2018;Se acuerda apoyo en elecciones y próxima reunión;https://es.scribd.com/document/386444997/Acta-Pr-Los-Lagos-Mayo-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Los Lagos;Acuerdo;Acuerdo Organizacional;S/N;23-06-2018;Se acuerda apoyo en elecciones y próxima reunión;https://es.scribd.com/document/386444996/Acta-Pr-Los-Lagos-Junio-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Aysén;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Aysén;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Aysén;No Aplica;No Informa;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;http://www.partidoradical.cl/no-se-cuenta-acta/
PP022;Partido Radical de Chile;2018;Abr - Jun;I;Consejo Regional Magallanes;Sin Acuerdo;Sin Acuerdo;4;26-04-2018;Reunión Suspendida por falta de Quorum;https://es.scribd.com/document/386445088/Acta-Pr-Magallanes-Abril-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;II;Consejo Regional Magallanes;Acuerdo;Acuerdo Organizacional;5;03-05-2018;Se acuerda acta, oficio y apoyo a actividad feminista;https://es.scribd.com/document/386445087/Acta-Pr-Magallanes-Mayo-2018-Web
PP022;Partido Radical de Chile;2018;Abr - Jun;III;Consejo Regional Magallanes;Acuerdo;Acuerdo Organizacional;6;14-06-2018;Se acuerda apoyo y difusión de proceso eleccionario;https://es.scribd.com/document/386445089/Acta-Pr-Magallanes-Junio-2018-Web
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo General;Acuerdo;Acuerdo;No Aplica;15-12-2018;Acuerdo en varias materias administrativas;https://www.partidoradical.cl/consejo-general/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Arica y Parinacota;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Arica y Parinacota;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;III;Consejo Regional Arica y Parinacota;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;I;Consejo Regional Tarapacá;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
PP022;Partido Radical de Chile;2018;Oct - Dic;II;Consejo Regional Tarapacá;No Aplica;No Aplica;No Aplica;No Aplica;Consejo Regional no informa acta ni sesión;https://www.partidoradical.cl/consejos-regionales-2/
